"filename", "language", "Shell Script", "Java", "Markdown", "MS SQL", "YAML", "XML", "JSON", "JavaScript", "comment", "blank", "total"
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/main/java/com/cinetrack/repository/UserRepository.java", "Java", 0, 5, 0, 0, 0, 0, 0, 0, 1, 2, 8
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/main/java/com/cinetrack/repository/ViewingRecordRepository.java", "Java", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/main/java/com/cinetrack/repository/WishlistRepository.java", "Java", 0, 1, 0, 0, 0, 0, 0, 0, 3, 1, 5
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/main/java/com/cinetrack/service/SocialService.java", "Java", 0, 214, 0, 0, 0, 0, 0, 0, 43, 55, 312
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/main/java/com/cinetrack/service/TheaterService.java", "Java", 0, 194, 0, 0, 0, 0, 0, 0, 52, 35, 281
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/main/java/com/cinetrack/service/TmdbService.java", "Java", 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/main/java/com/cinetrack/service/UserService.java", "Java", 0, 36, 0, 0, 0, 0, 0, 0, 4, 10, 50
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/main/java/com/cinetrack/service/ViewingRecordService.java", "Java", 0, 98, 0, 0, 0, 0, 0, 0, 5, 26, 129
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/main/resources/db/migration/V3__add_theater_id_to_viewing_records.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 2, 1, 6
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/main/resources/db/migration/V4__add_user_profile_fields.sql", "MS SQL", 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 5
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/config/TestSecurityConfig.java", "Java", 0, 14, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/config/TestUserDetails.java", "Java", 0, 39, 0, 0, 0, 0, 0, 0, 0, 11, 50
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/config/TestUserDetailsArgumentResolver.java", "Java", 0, 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/config/TestUserDetailsConfig.java", "Java", 0, 18, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/controller/AuthControllerTest.java", "Java", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/controller/MovieControllerTest.java", "Java", 0, 188, 0, 0, 0, 0, 0, 0, 20, 40, 248
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/controller/SocialControllerTest.java", "Java", 0, 321, 0, 0, 0, 0, 0, 0, 44, 76, 441
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/controller/StatsControllerTest.java", "Java", 0, 228, 0, 0, 0, 0, 0, 0, 24, 44, 296
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/controller/TheaterControllerTest.java", "Java", 0, 340, 0, 0, 0, 0, 0, 0, 50, 90, 480
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/controller/ViewingRecordControllerTest.java", "Java", 0, 262, 0, 0, 0, 0, 0, 0, 1, 48, 311
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/controller/WishlistControllerTest.java", "Java", 0, 262, 0, 0, 0, 0, 0, 0, 24, 51, 337
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/service/SocialServiceTest.java", "Java", 0, 325, 0, 0, 0, 0, 0, 0, 44, 72, 441
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/service/StatsServiceTest.java", "Java", 0, 170, 0, 0, 0, 0, 0, 0, 31, 51, 252
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/service/TheaterServiceTest.java", "Java", 0, 317, 0, 0, 0, 0, 0, 0, 63, 79, 459
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/service/TmdbServiceTest.java", "Java", 0, 186, 0, 0, 0, 0, 0, 0, 37, 65, 288
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/service/UserServiceTest.java", "Java", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/service/ViewingRecordServiceTest.java", "Java", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/java/com/cinetrack/service/WishlistServiceTest.java", "Java", 0, 189, 0, 0, 0, 0, 0, 0, 34, 51, 274
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/backend/src/test/resources/application-test.yml", "YAML", 0, 0, 0, 0, 38, 0, 0, 0, 3, 8, 49
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/frontend/src/App.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 56
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/frontend/src/components/TheaterSearch.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 446, 7, 38, 491
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/frontend/src/components/layout/Navbar.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 75
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/frontend/src/pages/ActivityFeed.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 334, 1, 25, 360
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/frontend/src/pages/FollowManagement.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 378, 3, 28, 409
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/frontend/src/pages/Movies.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/frontend/src/pages/ProfileEdit.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 398, 3, 38, 439
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/frontend/src/pages/Theaters.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 403, 4, 41, 448
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/frontend/src/pages/UserProfile.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 375, 0, 34, 409
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/frontend/src/pages/UserSearch.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 258, 1, 22, 281
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/frontend/src/pages/UserViewingRecords.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 263, 0, 21, 284
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/frontend/src/pages/Wishlist.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 379, 1, 18, 398
"/Users/tatsuyakondo/Documents/SALTO/cineTrack/start-dev.sh", "Shell Script", 32, 0, 0, 0, 0, 0, 0, 0, 10, 13, 55
"Total", "-", 32, 4808, 83, 7, 38, 5, 12, 3375, 630, 1516, 10506
